account_manager,bl_number,job_order_date,customer_name,consignee_name,shipment_type,scope_of_work,service_type,cargo_type,carrier,vessel_code,container_count,commodity,shipment_date,terminal,shipment_location,overseas_port,gcss_updatedate,kewill_jobno,kewill_invoiceno,cro_date,service_order_id,service_order_type,container_no,container_type,vendor_name,from_location,to_location,requested_date,defect_count,defect_code,milestone_description,milestone_date,notes
NULL,912493515,2021-06-26,"CLASSIC FASHION APPAREL INDUSTRY LTD","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,CY,DRY,MSL,,14,GARMENTS,2021-06-08,JOAHZTM,Irbid,JEDDAH,0000-00-00,VEZRC0000413,5611907364,0000-00-00,49d0014e-3322-4488-998c-884bd1163206,TRK,MSKU0032908,DRY,MULTAQA,IRBID,"AQABA TERMINAL",2021-06-02,0,D01,"Manifest/Bayan received date",0000-00-00,
NULL,912493515,2021-06-26,"CLASSIC FASHION APPAREL INDUSTRY LTD","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,CY,DRY,MSL,,14,GARMENTS,2021-06-08,JOAHZTM,Irbid,JEDDAH,0000-00-00,VEZRC0000413,5611907364,0000-00-00,49d0014e-3322-4488-998c-884bd1163206,TRK,BEAU5102830,DRY,MULTAQA,IRBID,"AQABA TERMINAL",2021-06-02,0,D01,"Actual Gate-in date",2021-06-02,A/G
NULL,912493515,2021-06-26,"CLASSIC FASHION APPAREL INDUSTRY LTD","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,CY,DRY,MSL,,14,GARMENTS,2021-06-08,JOAHZTM,Irbid,JEDDAH,0000-00-00,VEZRC0000413,5611907364,0000-00-00,49d0014e-3322-4488-998c-884bd1163206,TRK,SUDU6601610,DRY,MULTAQA,IRBID,"AQABA TERMINAL",2021-06-02,0,D01,"Manifest/Bayan received date",0000-00-00,
NULL,912493515,2021-06-26,"CLASSIC FASHION APPAREL INDUSTRY LTD","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,CY,DRY,MSL,,14,GARMENTS,2021-06-08,JOAHZTM,Irbid,JEDDAH,0000-00-00,VEZRC0000413,5611907364,0000-00-00,49d0014e-3322-4488-998c-884bd1163206,TRK,TEMU9752874,DRY,MULTAQA,IRBID,"AQABA TERMINAL",2021-06-02,0,D01,"Actual stuffing date",2021-06-02,A/S
NULL,912493515,2021-06-26,"CLASSIC FASHION APPAREL INDUSTRY LTD","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,CY,DRY,MSL,,14,GARMENTS,2021-06-08,JOAHZTM,Irbid,JEDDAH,0000-00-00,VEZRC0000413,5611907364,0000-00-00,49d0014e-3322-4488-998c-884bd1163206,TRK,TRHU5628489,DRY,MULTAQA,IRBID,"AQABA TERMINAL",2021-06-02,0,D01,"Containers pullout from terminal (Date)",2021-06-02,P/O
NULL,912493515,2021-06-26,"CLASSIC FASHION APPAREL INDUSTRY LTD","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,CY,DRY,MSL,,14,GARMENTS,2021-06-08,JOAHZTM,Irbid,JEDDAH,0000-00-00,VEZRC0000413,5611907364,0000-00-00,49d0014e-3322-4488-998c-884bd1163206,TRK,MSKU9205774,DRY,MULTAQA,IRBID,"AQABA TERMINAL",2021-06-02,0,D01,"Actual stuffing date",2021-06-02,A/S
NULL,211629906,2021-06-27,"NABA AL ORDON FOR SEA FREIGHT","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,,10,wastepaper,2021-06-29,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00,49edee68-e338-4960-bb40-76915f64dbff,TRK,TCKU7230120,DRY,SORAQIA,AMAMN,"AQABA TERMINAL",2021-06-22,0,D01,"Actual Gate-in date",2021-06-22,A/G
NULL,211629906,2021-06-27,"NABA AL ORDON FOR SEA FREIGHT","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,,10,wastepaper,2021-06-29,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00,49edee68-e338-4960-bb40-76915f64dbff,TRK,CAAU5449462,DRY,SORAQIA,AMAMN,"AQABA TERMINAL",2021-06-22,0,D01,"Actual stuffing date",2021-06-22,A/S
NULL,211629906,2021-06-27,"NABA AL ORDON FOR SEA FREIGHT","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,,10,wastepaper,2021-06-29,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00,49edee68-e338-4960-bb40-76915f64dbff,TRK,MRKU2061170,DRY,SORAQIA,AMAMN,"AQABA TERMINAL",2021-06-22,0,D01,"Manifest/Bayan received date",0000-00-00,
NULL,211629906,2021-06-27,"NABA AL ORDON FOR SEA FREIGHT","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,,10,wastepaper,2021-06-29,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00,49edee68-e338-4960-bb40-76915f64dbff,TRK,MRKU4268422,DRY,SORAQIA,AMAMN,"AQABA TERMINAL",2021-06-22,0,D01,"Manifest/Bayan received date",0000-00-00,
NULL,210731499,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIRONDE / 120E",1,MACHINERY,2021-06-02,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-18,4a7f1481-cd77-49ad-82f3-2f69d180a3b0,TRK,MSKU5602330,DRY,"AL ZAFER",RIYADH,JEDDAH,2021-05-18,0,D01,"Actual stuffing date",2021-05-19,A/S
NULL,912226864,2021-06-25,"INFRASTRUCTURE REINFORCEMENT IND CO","INFRASTRUCTURE REINFORCEMENT IND CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GAIRLOCH/2121",5,FABRICS,2021-06-09,SAJED,JEDDAH,USATE,2021-05-15,,,2021-05-16,4aebca16-dec5-435d-ba82-b94d81e90ed6,TRK,MRKU3524788,DRY,TRELLA,JEDDAH,JEDDAH,2021-05-22,0,D01,"Actual stuffing date",2021-05-22,A/S
NULL,912226864,2021-06-25,"INFRASTRUCTURE REINFORCEMENT IND CO","INFRASTRUCTURE REINFORCEMENT IND CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GAIRLOCH/2121",5,FABRICS,2021-06-09,SAJED,JEDDAH,USATE,2021-05-15,,,2021-05-16,4aebca16-dec5-435d-ba82-b94d81e90ed6,TRK,MRKU2287790,DRY,TRELLA,JEDDAH,JEDDAH,2021-05-22,0,D01,"Actual stuffing date",2021-05-22,A/S
NULL,210387880,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,1,Glass,2021-05-01,SAJED,JEDDAH,USA,0000-00-00,,,2021-04-19,4bc44534-1158-4e9a-8a3d-771b4b40e81a,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-04-27,0,D01,"Final bayan date",2021-04-28,
NULL,912367453,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-13,SAJED,JEDDAH,GUAYAQUIL,2021-05-26,,,0000-00-00,4bd0d037-ac38-4500-a8b4-b86abdb3332b,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-06-13,0,D01,"Ready for duty payment (Date)",0000-00-00,
NULL,211202546,2021-06-27,"ARABIAN UNITED FLOAT GLASS CO","ARABIAN UNITED FLOAT GLASS CO",EXPORT,IH+CCO,SD,DRY,MSL,SHAMS,9,GLASS,2021-06-03,SAJED,,YAMAN,0000-00-00,,,2021-06-03,4bfe561b-205d-40af-bcfd-fad09373140a,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-06-18,0,D01,"Customs file submission date",2021-06-10,
NULL,207874055,2021-06-07,"MADAR TRADING","MADAR TRADING",IMPORT,IH,SD,DRY,MSL,,4,TIMBER,2021-05-28,JEDDAH,JEDDAH,GABON,0000-00-00,,,0000-00-00,4c583c76-cc36-410e-8820-6da89ae0d39e,TRK,MRKU4038707,DRY,SBT-LEASED,JEDDAH,JEDDAH,2021-05-30,0,D01,"Actual Delivery Date",2021-05-30,ADD
NULL,207874055,2021-06-07,"MADAR TRADING","MADAR TRADING",IMPORT,IH,SD,DRY,MSL,,4,TIMBER,2021-05-28,JEDDAH,JEDDAH,GABON,0000-00-00,,,0000-00-00,4c583c76-cc36-410e-8820-6da89ae0d39e,TRK,MSKU1424544,DRY,SBT-LEASED,JEDDAH,JEDDAH,2021-05-30,0,D01,"Actual Delivery Date",2021-05-30,ADD
NULL,MAEU202106161,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,21,"EMPTY CONTAINERS",2021-05-16,SAJUB,DAMMAM,SADMM,0000-00-00,,,0000-00-00,4d063ba0-46a8-4b85-ac3f-2f11788cb96b,TRK,GESU5509926,DRY,KTS,JUBAIL,DAMMAM,2021-06-16,0,D01,"Actual Delivery Date",2021-06-16,ADD
NULL,MAEU202106161,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,21,"EMPTY CONTAINERS",2021-05-16,SAJUB,DAMMAM,SADMM,0000-00-00,,,0000-00-00,4d063ba0-46a8-4b85-ac3f-2f11788cb96b,TRK,MRKU9861256,DRY,KTS,JUBAIL,DAMMAM,2021-06-16,0,D01,"Shipment pullout date",2021-06-16,P/O
NULL,MAEU202106161,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,21,"EMPTY CONTAINERS",2021-05-16,SAJUB,DAMMAM,SADMM,0000-00-00,,,0000-00-00,4d063ba0-46a8-4b85-ac3f-2f11788cb96b,TRK,BEAU5110543,DRY,KTS,JUBAIL,DAMMAM,2021-06-16,0,D01,"Actual Delivery Date",2021-06-16,ADD
NULL,MAEU202106161,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,21,"EMPTY CONTAINERS",2021-05-16,SAJUB,DAMMAM,SADMM,0000-00-00,,,0000-00-00,4d063ba0-46a8-4b85-ac3f-2f11788cb96b,TRK,MSKU1447508,DRY,KTS,JUBAIL,DAMMAM,2021-06-16,0,D01,"Actual Delivery Date",2021-06-16,ADD
NULL,MAEU202106161,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,21,"EMPTY CONTAINERS",2021-05-16,SAJUB,DAMMAM,SADMM,0000-00-00,,,0000-00-00,4d063ba0-46a8-4b85-ac3f-2f11788cb96b,TRK,MRKU2002069,DRY,KTS,JUBAIL,DAMMAM,2021-06-16,0,D01,"Docs received date",2021-06-16,D/R
NULL,MAEU202106161,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,21,"EMPTY CONTAINERS",2021-05-16,SAJUB,DAMMAM,SADMM,0000-00-00,,,0000-00-00,4d063ba0-46a8-4b85-ac3f-2f11788cb96b,TRK,MIEU2024690,DRY,KTS,JUBAIL,DAMMAM,2021-06-16,0,D01,"Shipment pullout date",2021-06-16,P/O
NULL,MAEU202106161,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,21,"EMPTY CONTAINERS",2021-05-16,SAJUB,DAMMAM,SADMM,0000-00-00,,,0000-00-00,4d063ba0-46a8-4b85-ac3f-2f11788cb96b,TRK,MSKU8831080,DRY,KTS,JUBAIL,DAMMAM,2021-06-16,0,D01,"Actual Delivery Date",2021-06-16,ADD
NULL,MAEU202106161,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,21,"EMPTY CONTAINERS",2021-05-16,SAJUB,DAMMAM,SADMM,0000-00-00,,,0000-00-00,4d063ba0-46a8-4b85-ac3f-2f11788cb96b,TRK,MSKU1631156,DRY,KTS,JUBAIL,DAMMAM,2021-06-16,0,D01,"Empty return date",2021-06-16,E/R
NULL,210587174,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,30,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005786,,0000-00-00,4d1c268b-2257-4572-ba23-8e3cee9e56bf,TRK,MSKU5065062,DRY,SBT-LEASED,"JEDDAH ",JEDDAH,2021-06-14,0,D01,"Actual Delivery Date",0000-00-00,
NULL,210587174,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,30,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005786,,0000-00-00,4d1c268b-2257-4572-ba23-8e3cee9e56bf,TRK,MSKU3542211,DRY,SBT-LEASED,"JEDDAH ",JEDDAH,2021-06-14,0,D01,"Empty return date",0000-00-00,
NULL,210587174,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,30,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005786,,0000-00-00,4d1c268b-2257-4572-ba23-8e3cee9e56bf,TRK,TEMU1510350,DRY,SBT-LEASED,"JEDDAH ",JEDDAH,2021-06-14,0,D01,"Actual Delivery Date",0000-00-00,
NULL,210587174,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,30,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005786,,0000-00-00,4d1c268b-2257-4572-ba23-8e3cee9e56bf,TRK,MAGU2267963,DRY,SBT-LEASED,"JEDDAH ",JEDDAH,2021-06-14,0,D01,"Empty return date",0000-00-00,
NULL,210587174,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,30,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005786,,0000-00-00,4d1c268b-2257-4572-ba23-8e3cee9e56bf,TRK,MSKU3809421,DRY,SBT-LEASED,"JEDDAH ",JEDDAH,2021-06-14,0,D01,"Shipment pullout date",2021-06-22,P/O
NULL,210587174,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,30,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005786,,0000-00-00,4d1c268b-2257-4572-ba23-8e3cee9e56bf,TRK,MSKU3668257,DRY,SBT-LEASED,"JEDDAH ",JEDDAH,2021-06-14,0,D01,"Post shipment document upload date",0000-00-00,
NULL,210587174,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,30,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005786,,0000-00-00,4d1c268b-2257-4572-ba23-8e3cee9e56bf,TRK,TEMU1510350,DRY,SBT-LEASED,"JEDDAH ",JEDDAH,2021-06-14,0,D01,"Shipment pullout date",2021-06-22,P/O
NULL,210587174,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,30,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005786,,0000-00-00,4d1c268b-2257-4572-ba23-8e3cee9e56bf,TRK,MRKU7351470,DRY,SBT-LEASED,"JEDDAH ",JEDDAH,2021-06-14,0,D01,"Shipment pullout date",2021-06-22,P/O
NULL,210587174,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,30,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005786,,0000-00-00,4d1c268b-2257-4572-ba23-8e3cee9e56bf,TRK,MRKU8803316,DRY,SBT-LEASED,"JEDDAH ",JEDDAH,2021-06-14,0,D01,"Actual Delivery Date",0000-00-00,
NULL,210581345,2021-06-13,,"SIG COMBIBLOC OBEIKAN CO LTD",EXPORT,IH+CCO,SD,DRY,MSL,,10,"Paper, Paper Board and Packing materials",2021-05-27,"JEDDAH RED SEA GATEWAY TERMINAL",RIAYDH,Algeria,2021-05-24,,,2021-05-05,4d4a0029-1efd-432f-8d20-5301c75d49c9,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-05-09,0,D01,"Manifest received date",2021-05-19,
NULL,210290991,2021-06-12,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",EXPORT,IH+CCO,SD,DRY,MSL,"CAP SAN LAZARO / 117E",1,"PAPER, PAPERBOARD, PACKING MATERIAL",2021-05-10,SAJED,JEDDAH,,2021-04-29,,,2021-04-21,4d522ac9-ebe0-41e0-8ac0-2aa9f6b62af8,TRK,MSKU9402407,DRY,UTC,JEDDAH,JEDDAH,2021-04-21,0,D01,"Actual Gate-in date",2021-05-03,A/G
NULL,210686341,2021-06-08,"JORDAN MINERALS EST","JORDAN MINERALS EST",EXPORT,IH,SD,DRY,MSL,MAERSK,6,"CALCIUM CARBONATE",2021-05-26,JOZRC,AMMAN,JOZRC,0000-00-00,,,2021-05-16,4d624fbd-e5b9-41a2-a422-0be2f9d140c8,TRK,MRKU9402489,DRY,SORAQIA,AMMAN,AQABA,2021-05-19,0,D01,"Actual Gate-in date",2021-05-19,A/G
NULL,210686341,2021-06-08,"JORDAN MINERALS EST","JORDAN MINERALS EST",EXPORT,IH,SD,DRY,MSL,MAERSK,6,"CALCIUM CARBONATE",2021-05-26,JOZRC,AMMAN,JOZRC,0000-00-00,,,2021-05-16,4d624fbd-e5b9-41a2-a422-0be2f9d140c8,TRK,MRKU7131177,DRY,SORAQIA,AMMAN,AQABA,2021-05-19,0,D01,"Actual Gate-in date",2021-05-19,A/G
NULL,608377398,2021-06-27,"BEHBEHANI TIRE CENRER","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,DRY,MLL,,1,TIRES,2021-06-20,KWSAATM,ALRAI,SALVADOR,0000-00-00,VIKWI0000829,,0000-00-00,4e083b59-cc9d-459c-a616-eaa1d72010ec,TRK,MRSU0290349,DRY,SWC,KWSAATM,ALRAI,2021-06-24,0,D01,"Actual Delivery Date",2021-06-24,ADD
NULL,608377398,2021-06-27,"BEHBEHANI TIRE CENRER","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,DRY,MLL,,1,TIRES,2021-06-20,KWSAATM,ALRAI,SALVADOR,0000-00-00,VIKWI0000829,,0000-00-00,4e083b59-cc9d-459c-a616-eaa1d72010ec,TRK,MRSU0290349,DRY,SWC,KWSAATM,ALRAI,2021-06-24,0,D01,"Empty return date",2021-06-24,E/R
NULL,211524794,2021-06-27,"OBEIKAN GLASS COMPANY","ETC FRUIT GIDA SAN VE TIC LTD STI",EXPORT,IH+CCO,SD,DRY,MSL,,5,Glass,2021-07-06,SAJED,JEDDAH,YEMEN,0000-00-00,,,2021-06-20,4e67c40c-abc4-45c4-b84f-0924e1aebe2f,TRK,HASU1494331,Dry,"AL ZAFER",JEDDAH,YANBU,2021-06-20,0,D01,"Containers pullout from terminal (Date)",0000-00-00,
NULL,211524794,2021-06-27,"OBEIKAN GLASS COMPANY","ETC FRUIT GIDA SAN VE TIC LTD STI",EXPORT,IH+CCO,SD,DRY,MSL,,5,Glass,2021-07-06,SAJED,JEDDAH,YEMEN,0000-00-00,,,2021-06-20,4e67c40c-abc4-45c4-b84f-0924e1aebe2f,TRK,HASU1494331,Dry,"AL ZAFER",JEDDAH,YANBU,2021-06-20,0,D01,"Actual stuffing date",2021-06-22,A/S
NULL,210218016,2021-06-08,"ARABIAN UNITED FLOAT GLASS CO","ARABIAN UNITED FLOAT GLASS CO",EXPORT,IH+CCO,SD,DRY,MSL,,2,GLASS,2021-05-20,JEDDAH,,BANGALDESH,0000-00-00,,,0000-00-00,4e8e14dc-9ef5-4bc1-aa1e-0dc84cf3540d,TRK,MRKU7650697,DRY,UTC,YANBU,BANAGLADESH,2021-05-11,0,D01,"Actual stuffing date",2021-05-11,A/S
NULL,210218016,2021-06-08,"ARABIAN UNITED FLOAT GLASS CO","ARABIAN UNITED FLOAT GLASS CO",EXPORT,IH+CCO,SD,DRY,MSL,,2,GLASS,2021-05-20,JEDDAH,,BANGALDESH,0000-00-00,,,0000-00-00,4e8e14dc-9ef5-4bc1-aa1e-0dc84cf3540d,TRK,TCKU1490412,DRY,UTC,YANBU,BANAGLADESH,2021-05-11,0,D01,"Manifest/Bayan received date",2021-05-10,M/R
NULL,608408644,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,10,"EMPTY TANKS",2021-05-31,SAJED,JEDDAH,NETHERLAND,2021-06-02,,,0000-00-00,4ee90181-45dc-4f82-b4c4-9bb396610709,TRK,GESU8108969,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-03,0,D01,"Actual Delivery Date",2021-06-03,ADD
NULL,608408644,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,10,"EMPTY TANKS",2021-05-31,SAJED,JEDDAH,NETHERLAND,2021-06-02,,,0000-00-00,4ee90181-45dc-4f82-b4c4-9bb396610709,TRK,SEGU8052592,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-03,0,D01,"Post shipment document upload date",2021-06-03,P/S
NULL,608408644,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,10,"EMPTY TANKS",2021-05-31,SAJED,JEDDAH,NETHERLAND,2021-06-02,,,0000-00-00,4ee90181-45dc-4f82-b4c4-9bb396610709,TRK,GESU8108969,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-03,0,D01,"Empty return date",2021-06-03,E/R
NULL,608408644,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,10,"EMPTY TANKS",2021-05-31,SAJED,JEDDAH,NETHERLAND,2021-06-02,,,0000-00-00,4ee90181-45dc-4f82-b4c4-9bb396610709,TRK,SEGU8059370,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-03,0,D01,"Shipment pullout date",2021-06-03,P/O
NULL,MAEU586541213,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,23,"EMPTY CONTAINERS",2021-05-22,SAJUB,DAMMAM,SADMM,0000-00-00,VIRIA0005704,5614170650,0000-00-00,4ef42144-6729-4bae-8b8c-b5d43e085bd6,TRK,MRKU2901357,DRY,KTS,JUBAIL,DAMMAM,2021-05-22,0,D01,"Actual Delivery Date",2021-05-22,ADD
NULL,MAEU586541213,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,23,"EMPTY CONTAINERS",2021-05-22,SAJUB,DAMMAM,SADMM,0000-00-00,VIRIA0005704,5614170650,0000-00-00,4ef42144-6729-4bae-8b8c-b5d43e085bd6,TRK,SUDU7761612,DRY,KTS,JUBAIL,DAMMAM,2021-05-22,0,D01,"Empty return date",2021-05-22,E/R
NULL,MAEU586541213,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,23,"EMPTY CONTAINERS",2021-05-22,SAJUB,DAMMAM,SADMM,0000-00-00,VIRIA0005704,5614170650,0000-00-00,4ef42144-6729-4bae-8b8c-b5d43e085bd6,TRK,TCLU5638655,DRY,KTS,JUBAIL,DAMMAM,2021-05-22,0,D01,"Shipment pullout date",2021-05-22,P/O
NULL,MAEU586541213,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,23,"EMPTY CONTAINERS",2021-05-22,SAJUB,DAMMAM,SADMM,0000-00-00,VIRIA0005704,5614170650,0000-00-00,4ef42144-6729-4bae-8b8c-b5d43e085bd6,TRK,MRKU9594930,DRY,KTS,JUBAIL,DAMMAM,2021-05-22,0,D01,"Actual Delivery Date",2021-05-22,ADD
NULL,MAEU586541213,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,23,"EMPTY CONTAINERS",2021-05-22,SAJUB,DAMMAM,SADMM,0000-00-00,VIRIA0005704,5614170650,0000-00-00,4ef42144-6729-4bae-8b8c-b5d43e085bd6,TRK,MRKU2901357,DRY,KTS,JUBAIL,DAMMAM,2021-05-22,0,D01,"Empty return date",2021-05-22,E/R
NULL,MAEU586541213,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,23,"EMPTY CONTAINERS",2021-05-22,SAJUB,DAMMAM,SADMM,0000-00-00,VIRIA0005704,5614170650,0000-00-00,4ef42144-6729-4bae-8b8c-b5d43e085bd6,TRK,TCNU2831518,DRY,KTS,JUBAIL,DAMMAM,2021-05-22,0,D01,"Empty return date",2021-05-22,E/R
NULL,MAEU586541213,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,23,"EMPTY CONTAINERS",2021-05-22,SAJUB,DAMMAM,SADMM,0000-00-00,VIRIA0005704,5614170650,0000-00-00,4ef42144-6729-4bae-8b8c-b5d43e085bd6,TRK,MSKU9135039,DRY,KTS,JUBAIL,DAMMAM,2021-05-22,0,D01,"Shipment pullout date",2021-05-22,P/O
NULL,MAEU586541213,2021-06-26,DHL,DHL,IMPORT,IH,CY,DRY,MSL,,23,"EMPTY CONTAINERS",2021-05-22,SAJUB,DAMMAM,SADMM,0000-00-00,VIRIA0005704,5614170650,0000-00-00,4ef42144-6729-4bae-8b8c-b5d43e085bd6,TRK,SUDU8870794,DRY,KTS,JUBAIL,DAMMAM,2021-05-22,0,D01,"Empty return date",2021-05-22,E/R
NULL,209983794,2021-06-08,"ARABIAN UNITED FLOAT GLASS CO","ARABIAN UNITED FLOAT GLASS CO",EXPORT,IH+CCO,SD,DRY,MSL,,2,GLASS,2021-05-08,JEDDAH,,YEMEN,0000-00-00,,,0000-00-00,4f0fc30a-7bdf-4137-91f6-0bab3f66754a,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-04-30,0,D01,"Docs received date",2021-04-12,
NULL,211122393,2021-06-26,"NABA AL ORDON FOR SEA FREIGHT","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,SD,DRY,MSL,,2,wastepaper,2021-06-08,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00,502ffd93-9768-49e9-ab78-d3463e7ea0de,TRK,TGHU6627269,DRY,SORAQIA,AMMAN,"AQABA TERMINAL",2021-06-02,0,D01,"Actual stuffing date",2021-06-02,A/S
NULL,211122393,2021-06-26,"NABA AL ORDON FOR SEA FREIGHT","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,SD,DRY,MSL,,2,wastepaper,2021-06-08,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00,502ffd93-9768-49e9-ab78-d3463e7ea0de,TRK,TGHU6627269,DRY,SORAQIA,AMMAN,"AQABA TERMINAL",2021-06-02,0,D01,"Manifest/Bayan received date",0000-00-00,
